Id,Label,timeset,modularity_class,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,clustering
4077,4077,,30,1,1,2,1,1,2,11,0.196166,0.201844,0,0.000004,0.000004,0
4076,4076,,0,2,2,4,2,2,4,11,0.244224,0.256744,0.000011,0.000007,0.000196,0.333333
5885,5885,,30,1,1,2,1,1,2,12,0.186651,0.192166,0,0.000002,0.000002,0
1970,1970,,2,1,1,2,1,1,2,11,0.244018,0.255563,0,0.000301,0.000301,0
1971,1971,,28,3,3,6,3,3,6,11,0.223669,0.232896,0,0.000048,0.000048,0.666667
1972,1972,,28,3,3,6,3,3,6,11,0.223669,0.232896,0,0.000048,0.000048,0.666667
6926,6926,,28,2,2,4,2,2,4,11,0.223652,0.232723,0,0.000047,0.000047,1
7456,7456,,28,2,2,4,2,2,4,11,0.223652,0.232723,0,0.000047,0.000047,1
1975,1975,,28,4,2,6,4,2,6,11,0.223669,0.232781,0,0.000048,0.000047,0.666667
1990,1990,,28,6,5,11,6,5,11,11,0.223721,0.2333,0.000112,0.00005,0.000049,0.433333
1977,1977,,28,3,3,6,3,3,6,11,0.223686,0.232954,0.000111,0.000048,0.000047,0.833333
1978,1978,,28,3,4,7,3,4,7,11,0.223704,0.233127,0.000167,0.000002,0.000049,0.55
1979,1979,,28,1,1,2,1,1,2,11,0.223652,0.232607,0.000334,0,0.000046,0.5
1981,1981,,28,2,2,4,2,2,4,11,0.223652,0.232723,0,0.000047,0.000047,1
1993,1993,,28,2,2,4,2,2,4,11,0.223652,0.232723,0,0.000047,0.000047,1
1983,1983,,28,0,1,1,0,1,1,12,0.182814,0.187704,0,0,0.000001,0
1986,1986,,28,3,1,4,3,1,4,11,0.223634,0.23255,0.000501,0.000046,0.000046,0.166667
1984,1984,,28,1,1,2,1,1,2,11,0.223634,0.23255,0,0.000046,0.000046,0
1985,1985,,28,2,2,4,2,2,4,11,0.223669,0.232781,0,0.000047,0.000047,1
1987,1987,,28,4,4,8,4,4,8,11,0.223721,0.233185,0.000668,0.000047,0.000047,0.666667
5890,5890,,28,4,4,8,4,4,8,11,0.223721,0.233185,0.000668,0.000047,0.000047,0.666667
5891,5891,,28,3,3,6,3,3,6,12,0.182855,0.188173,0,0.000002,0.000002,1
5892,5892,,28,3,3,6,3,3,6,12,0.182855,0.188173,0,0.000002,0.000002,1
1989,1989,,28,5,6,11,5,6,11,11,0.223756,0.233531,0.000335,0.000048,0.00005,0.452381
1991,1991,,28,4,4,8,4,4,8,11,0.223704,0.233127,0,0.000048,0.000049,0.833333
1994,1994,,28,2,2,4,2,2,4,12,0.182867,0.188115,0,0.000002,0.000002,1
1995,1995,,28,5,4,9,5,4,9,11,0.223704,0.233127,0.000334,0.000048,0.000048,0.65
1992,1992,,28,2,4,6,2,4,6,11,0.223704,0.233127,0,0.000047,0.000049,1
4242,4242,,47,4,4,8,4,4,8,11,0.203914,0.21319,0.002005,0.000019,0.000019,0.15
5896,5896,,30,1,1,2,1,1,2,11,0.203814,0.212468,0,0.000019,0.000018,0
5897,5897,,30,4,3,7,4,3,7,12,0.169505,0.175177,0.000168,0.000019,0.000001,0.333333
5900,5900,,30,2,2,4,2,2,4,11,0.203842,0.212699,0.0005,0.000019,0.000018,0
5901,5901,,30,2,2,4,2,2,4,11,0.203842,0.212699,0,0.000019,0.000019,1
5902,5902,,30,2,2,4,2,2,4,11,0.203842,0.212699,0.000155,0.000019,0.000019,0.5
5904,5904,,46,2,2,4,2,2,4,11,0.2039,0.212901,0.000027,0.000019,0.000019,0
5905,5905,,30,4,5,9,4,5,9,11,0.204015,0.213652,0.000516,0.000022,0.000023,0.3
5908,5908,,46,9,8,17,9,8,17,11,0.244908,0.2591,0.005163,0.000213,0.000213,0.152778
5909,5909,,30,1,1,2,1,1,2,11,0.203814,0.212468,0,0.000019,0.000018,0
5911,5911,,30,1,1,2,1,1,2,11,0.203814,0.212468,0,0.000019,0.000018,0
5916,5916,,47,2,2,4,2,2,4,11,0.203828,0.212641,0,0.000019,0.000019,1
5918,5918,,47,3,3,6,3,3,6,11,0.203886,0.212959,0,0.000019,0.000019,0.666667
1998,1998,,29,1,1,2,1,1,2,2,0.545455,0.583333,0,0,0,0
2001,2001,,29,7,6,13,7,6,13,1,1,1,0.000005,0,0,0.047619
1999,1999,,29,1,2,3,1,2,3,2,0.571429,0.625,0.000001,0,0,0
5920,5920,,29,1,1,2,1,1,2,3,0.380952,0.4375,0,0,0,0
2000,2000,,29,2,2,4,2,2,4,2,0.6,0.666667,0,0,0,1
5919,5919,,29,2,2,4,2,2,4,2,0.6,0.666667,0,0,0,1
2002,2002,,29,1,1,2,1,1,2,2,0.545455,0.583333,0,0,0,0
2004,2004,,29,1,1,2,1,1,2,2,0.545455,0.583333,0,0,0,0
5921,5921,,29,1,1,2,1,1,2,2,0.545455,0.583333,0,0,0,0
2011,2011,,30,3,3,6,3,3,6,10,0.243997,0.255121,0,0.000296,0.000305,1
2030,2030,,30,5,5,10,9,9,18,10,0.253291,0.267965,0,0.000915,0.000925,1
2042,2042,,30,6,6,12,8,8,16,10,0.254184,0.269345,0.000013,0.001055,0.001065,0.8
3272,3272,,30,17,17,34,22,22,44,10,0.303183,0.330798,0.000225,0.009845,0.009777,0.617647
3321,3321,,30,17,17,34,24,24,48,10,0.285065,0.306961,0.000707,0.003631,0.003642,0.404412
3341,3341,,30,25,24,49,39,39,78,10,0.278303,0.301936,0.005426,0.004258,0.003205,0.226667
3359,3359,,30,5,4,9,5,4,9,10,0.254139,0.268998,0.000001,0.001017,0.001013,0.9
5884,5884,,30,1,1,2,1,1,2,10,0.243956,0.254775,0,0.000231,0.00024,0
2031,2031,,30,1,1,2,1,1,2,10,0.250608,0.26387,0,0.000325,0.000326,0
2048,2048,,7,6,6,12,9,9,18,11,0.234234,0.246521,0.000943,0.000287,0.000319,0.266667
2051,2051,,7,6,5,11,8,7,15,10,0.281946,0.301249,0.000291,0.003864,0.003693,0.6
2052,2052,,7,2,2,4,2,2,4,11,0.192195,0.199331,0,0.000012,0.000011,1
2053,2053,,7,4,4,8,5,5,10,10,0.237824,0.251251,0.000401,0.000418,0.000427,0.5
7500,7500,,7,1,1,2,2,2,4,12,0.189794,0.196115,0,0.000005,0.000005,0
7501,7501,,7,2,2,4,4,4,8,11,0.234101,0.245712,0,0.000222,0.000251,1
2056,2056,,7,1,1,2,1,1,2,11,0.234044,0.245424,0,0.000217,0.000246,0
2219,2219,,30,18,18,36,28,29,57,10,0.288369,0.311938,0.000847,0.010075,0.010047,0.565359
3399,3399,,30,44,44,88,92,91,183,10,0.287593,0.31741,0.007113,0.01117,0.011298,0.19186
5922,5922,,7,1,1,2,1,1,2,11,0.234044,0.245424,0,0.000217,0.000246,0
7499,7499,,7,1,1,2,1,1,2,11,0.234044,0.245424,0,0.000217,0.000246,0
2234,2234,,5,6,6,12,7,7,14,10,0.282636,0.30084,0,0.00491,0.004639,0.809524
3076,3076,,30,27,27,54,66,71,137,10,0.298387,0.327379,0.001394,0.015855,0.016276,0.486772
3125,3125,,30,34,35,69,54,55,109,10,0.301473,0.330722,0.008649,0.014567,0.014898,0.221849
3136,3136,,30,22,20,42,47,49,96,10,0.290342,0.314883,0.000244,0.012735,0.012692,0.647186
3137,3137,,30,14,17,31,26,29,55,10,0.28308,0.304869,0.000066,0.008618,0.008739,0.536765
3143,3143,,30,6,7,13,9,10,19,10,0.281836,0.301318,0,0.004681,0.006404,0.888889
3153,3153,,30,17,17,34,35,34,69,10,0.287794,0.310806,0.000055,0.01114,0.010417,0.748366
4150,4150,,5,15,16,31,25,26,51,10,0.281616,0.302842,0.000989,0.004399,0.004625,0.458333
7490,7490,,30,9,9,18,12,12,24,10,0.282443,0.302404,0.000135,0.004868,0.004766,0.486111
2086,2086,,30,5,5,10,5,5,10,10,0.25338,0.269836,0,0.00159,0.001567,0.9
2089,2089,,30,11,11,22,11,11,22,10,0.25396,0.271424,0.000007,0.002276,0.002328,0.527273
2090,2090,,30,9,9,18,9,9,18,10,0.253915,0.271077,0,0.0022,0.002254,0.777778
2060,2060,,30,1,1,2,1,1,2,10,0.25076,0.265811,0,0.000741,0.000724,0
2061,2061,,30,3,3,6,3,3,6,10,0.253781,0.270038,0,0.001817,0.001798,1
2062,2062,,30,2,2,4,2,2,4,10,0.253313,0.269316,0,0.001434,0.001414,1
2066,2066,,30,8,8,16,9,9,18,10,0.253893,0.270904,0,0.002117,0.002171,0.785714
2075,2075,,30,5,5,10,5,5,10,10,0.253826,0.270384,0,0.001888,0.001867,1
6776,6776,,30,9,8,17,11,10,21,10,0.261911,0.281016,0,0.004354,0.003854,0.944444
2068,2068,,30,2,2,4,2,2,4,10,0.253313,0.269316,0,0.001434,0.001414,1
2069,2069,,30,5,5,10,5,5,10,10,0.25338,0.269836,0,0.001656,0.00171,0.8
2076,2076,,30,3,3,6,3,3,6,10,0.253336,0.269489,0,0.001462,0.001441,1
2084,2084,,30,4,4,8,4,4,8,10,0.253358,0.269663,0,0.001633,0.001687,1
2081,2081,,30,3,3,6,3,3,6,10,0.253336,0.269489,0.000003,0.001446,0.001427,0.666667
2095,2095,,30,3,3,6,3,3,6,10,0.250826,0.266215,0,0.00095,0.001006,1
2104,2104,,5,12,12,24,25,25,50,10,0.28236,0.302692,0.000158,0.004596,0.00402,0.647436
2123,2123,,5,8,7,15,11,10,21,11,0.227603,0.241552,0.000033,0.001267,0.000521,0.642857
2131,2131,,5,39,40,79,96,96,192,10,0.254408,0.277158,0.007473,0.001949,0.002249,0.085256
2164,2164,,5,4,3,7,8,7,15,11,0.227316,0.240437,0,0.001035,0.000268,0.75
2167,2167,,5,7,6,13,11,10,21,11,0.227782,0.241841,0.00003,0.001076,0.000311,0.404762
2171,2171,,30,4,4,8,4,4,8,10,0.265379,0.283045,0.000001,0.002,0.002058,0.416667
3069,3069,,30,10,10,20,17,17,34,10,0.287995,0.310171,0.000221,0.006215,0.006153,0.5
3074,3074,,30,3,2,5,5,4,9,10,0.279218,0.296577,0,0.002791,0.002039,1
3275,3275,,30,53,54,107,133,138,271,10,0.312608,0.34538,0.012598,0.019024,0.019145,0.187631
5924,5924,,30,2,2,4,2,2,4,10,0.253313,0.269316,0,0.001434,0.001414,1
5925,5925,,30,3,3,6,3,3,6,10,0.253336,0.269489,0,0.001472,0.001451,1
5933,5933,,5,4,3,7,5,4,9,11,0.227316,0.240437,0,0.001035,0.000268,0.75
5936,5936,,30,2,1,3,4,3,7,11,0.202825,0.212782,0,0.000778,0.000031,1
5954,5954,,30,4,4,8,5,5,10,10,0.265453,0.283218,0,0.002139,0.002098,0.75
2093,2093,,30,3,3,6,3,3,6,10,0.25039,0.264829,0,0.000753,0.000751,0.666667
3105,3105,,30,8,9,17,16,15,31,10,0.282692,0.30353,0.000031,0.005407,0.005403,0.638889
2097,2097,,5,4,4,8,6,6,12,11,0.227549,0.241032,0,0.000437,0.000417,1
2103,2103,,5,3,3,6,5,5,10,11,0.227316,0.240437,0,0.000306,0.000278,1
2109,2109,,5,8,7,15,17,16,33,10,0.280303,0.299175,0.00012,0.00236,0.00218,0.892857
2134,2134,,5,14,14,28,22,21,43,10,0.281259,0.301445,0.000509,0.003767,0.0038,0.467033
2106,2106,,5,3,3,6,4,4,8,10,0.280194,0.298482,0.000087,0.001956,0.001955,0.666667
2110,2110,,5,1,1,2,1,1,2,11,0.222274,0.232849,0,0.000131,0.000139,0
2114,2114,,5,5,5,10,9,8,17,11,0.227352,0.240784,0.000005,0.000302,0.000277,0.6
2136,2136,,5,6,6,12,8,9,17,11,0.227638,0.241494,0.000001,0.000447,0.00044,0.666667
7546,7546,,5,4,4,8,4,4,8,11,0.220255,0.231319,0,0.000123,0.000127,0.5
2117,2117,,5,1,1,2,2,2,4,11,0.202825,0.212782,0,0.000036,0.000031,0
2142,2142,,5,2,2,4,2,2,4,11,0.227298,0.240264,0,0.000232,0.000207,1
2151,2151,,5,1,1,2,1,1,2,11,0.202825,0.212782,0,0.000036,0.000031,0
2166,2166,,5,6,6,12,7,7,14,10,0.280494,0.299406,0.00015,0.002608,0.002587,0.533333
5712,5712,,5,2,2,4,4,4,8,11,0.223012,0.234986,0,0.000167,0.000171,1
5927,5927,,5,1,1,2,1,1,2,11,0.202825,0.212782,0,0.000036,0.000031,0
5928,5928,,5,1,1,2,1,1,2,11,0.202825,0.212782,0,0.000036,0.000031,0
5930,5930,,5,1,1,2,1,1,2,11,0.202825,0.212782,0,0.000036,0.000031,0
5931,5931,,5,1,1,2,1,1,2,11,0.202825,0.212782,0,0.000036,0.000031,0
5932,5932,,5,2,2,4,2,2,4,11,0.227298,0.240264,0,0.000232,0.000207,1
5934,5934,,30,5,5,10,5,5,10,10,0.281204,0.300232,0.000127,0.003896,0.003894,0.7
5935,5935,,5,2,2,4,4,4,8,11,0.227298,0.240264,0,0.000232,0.000207,1
6746,6746,,5,1,1,2,1,1,2,11,0.202825,0.212782,0,0.000036,0.000031,0
6747,6747,,5,3,3,6,5,5,10,11,0.227405,0.240599,0,0.000237,0.000225,1
6748,6748,,5,1,1,2,1,1,2,11,0.202825,0.212782,0,0.000036,0.000031,0
6749,6749,,5,1,1,2,1,1,2,11,0.202825,0.212782,0,0.000036,0.000031,0
6759,6759,,30,2,2,4,3,3,6,10,0.246835,0.261261,0.000002,0.000672,0.000666,0
7547,7547,,5,1,1,2,1,1,2,11,0.202825,0.212782,0,0.000036,0.000031,0
2221,2221,,30,9,9,18,9,9,18,10,0.280739,0.299799,0.000331,0.003176,0.003149,0.366667
2172,2172,,5,1,2,3,1,2,3,10,0.285178,0.303959,0,0.001079,0.003694,1
5937,5937,,30,4,4,8,5,5,10,10,0.25844,0.274079,0.000001,0.001901,0.00194,0.5
2237,2237,,30,2,2,4,2,2,4,10,0.253047,0.268262,0,0.00145,0.001371,1
2994,2994,,30,14,13,27,29,28,57,10,0.287823,0.310275,0.000013,0.008394,0.007782,0.714286
2202,2202,,30,5,5,10,5,5,10,10,0.279678,0.297732,0.000028,0.003245,0.00221,0.5
3081,3081,,30,10,9,19,11,10,21,10,0.284223,0.305152,0.000002,0.0083,0.007246,0.633333
3152,3152,,30,6,6,12,9,9,18,10,0.287307,0.307919,0,0.005432,0.005421,1
2214,2214,,30,8,7,15,8,7,15,10,0.280303,0.298933,0.000187,0.003214,0.003156,0.607143
3017,3017,,30,8,8,16,15,15,30,10,0.281479,0.300989,0.000005,0.004772,0.0048,0.857143
3098,3098,,30,8,7,15,13,12,25,10,0.281341,0.300792,0.000015,0.004044,0.004032,0.607143
3382,3382,,30,69,69,138,152,151,303,10,0.306728,0.340316,0.009923,0.018276,0.018299,0.253623
5942,5942,,30,4,4,8,4,4,8,10,0.279705,0.297674,0,0.003078,0.002648,1
2229,2229,,30,1,1,2,1,1,2,11,0.225082,0.238467,0,0.000353,0.000333,0
3015,3015,,30,9,8,17,14,13,27,10,0.262054,0.280227,0.000015,0.002849,0.002823,0.472222
3135,3135,,30,7,7,14,10,10,20,10,0.274178,0.294391,0.000004,0.003906,0.003892,0.714286
5951,5951,,30,6,6,12,6,6,12,10,0.24845,0.264475,0.000339,0.001319,0.001255,0.428571
2192,2192,,30,1,1,2,1,1,2,10,0.242094,0.255398,0,0.000521,0.000517,0
2195,2195,,30,4,3,7,4,3,7,10,0.243318,0.257194,0,0.000916,0.00081,0.6
2203,2203,,30,4,4,8,4,4,8,10,0.246751,0.261396,0.000001,0.000921,0.000928,0.7
2222,2222,,30,3,3,6,3,3,6,10,0.263489,0.279557,0,0.000833,0.001822,0.75
5939,5939,,30,4,4,8,4,4,8,10,0.250325,0.265192,0,0.001325,0.001318,0.666667
2204,2204,,30,2,2,4,2,2,4,10,0.245346,0.258106,0,0.0005,0.000462,1
5949,5949,,30,2,2,4,2,2,4,10,0.245346,0.258106,0,0.0005,0.000462,1
2212,2212,,30,2,2,4,2,2,4,10,0.242501,0.254952,0,0.000395,0.00036,1
2217,2217,,30,2,3,5,2,3,5,10,0.242521,0.255125,0,0.000425,0.000375,0.916667
2227,2227,,30,5,5,10,5,5,10,10,0.250347,0.265366,0.000014,0.001303,0.00128,0.5
2215,2215,,30,2,2,4,2,2,4,10,0.24338,0.25552,0,0.000431,0.000481,1
5945,5945,,30,3,3,6,3,3,6,10,0.243421,0.255751,0,0.000452,0.000501,0.666667
2233,2233,,30,3,4,7,3,4,7,10,0.242623,0.255471,0.000008,0.000104,0.000444,0.5
5940,5940,,30,2,2,4,2,2,4,10,0.246435,0.259492,0,0.000654,0.000616,1
5943,5943,,30,2,2,4,2,2,4,11,0.223912,0.234553,0.000002,0.000168,0.000163,0
5953,5953,,5,1,1,2,1,1,2,10,0.244369,0.258065,0,0.000814,0.000736,0
4206,4206,,30,25,25,50,45,45,90,10,0.291221,0.314488,0.001332,0.006375,0.006269,0.14
2243,2243,,30,2,2,4,2,2,4,11,0.222308,0.232279,0.000001,0.000129,0.000132,0
2244,2244,,30,5,5,10,5,5,10,10,0.27397,0.29112,0.000846,0.002361,0.002287,0.3
2247,2247,,30,1,1,2,1,1,2,11,0.215068,0.223152,0,0.000037,0.000038,0
2372,2372,,30,27,27,54,52,54,106,10,0.29461,0.32032,0.000253,0.01197,0.011913,0.467236
2249,2249,,31,3,2,5,3,2,5,11,0.244142,0.255968,0.001253,0.000393,0.000301,0.333333
2254,2254,,31,2,2,4,2,2,4,11,0.222308,0.232279,0.00075,0.000092,0.000094,0
2256,2256,,30,5,5,10,6,6,12,10,0.277074,0.294055,0.000207,0.002855,0.002756,0.7
2258,2258,,30,2,2,4,2,2,4,11,0.222239,0.232077,0,0.000137,0.00014,1
2287,2287,,30,26,26,52,40,39,79,10,0.286026,0.310058,0.00083,0.008239,0.008165,0.307692
2305,2305,,30,26,26,52,39,39,78,10,0.29422,0.32058,0.001816,0.010375,0.010243,0.389231
4381,4381,,30,5,5,10,5,5,10,10,0.271751,0.290266,0.000004,0.002463,0.002427,0.7
2251,2251,,31,3,3,6,3,3,6,12,0.196327,0.202812,0.000587,0.000005,0.000006,0.333333
2255,2255,,31,3,3,6,3,3,6,12,0.181944,0.187797,0.000132,0.000002,0.000002,0.333333
2257,2257,,31,2,2,4,2,2,4,13,0.164848,0.168914,0,0,0,1
2259,2259,,30,2,2,4,6,6,12,11,0.225293,0.236932,0,0.000212,0.000213,1
2264,2264,,30,22,22,44,35,35,70,10,0.289556,0.314434,0.001768,0.009814,0.009753,0.458874
2275,2275,,30,16,16,32,36,36,72,10,0.265136,0.286679,0.000961,0.003461,0.00345,0.391667
2262,2262,,30,1,1,2,2,2,4,11,0.209586,0.219393,0,0.000055,0.000056,0
2272,2272,,30,2,2,4,6,6,12,11,0.225293,0.236932,0,0.000212,0.000213,1
2278,2278,,30,2,2,4,2,2,4,11,0.225293,0.236932,0,0.000212,0.000213,1
3121,3121,,30,23,23,46,36,36,72,10,0.2944,0.320095,0.00005,0.010994,0.010904,0.590909
3269,3269,,30,20,20,40,33,33,66,10,0.286708,0.310635,0.000267,0.006823,0.006742,0.357895
3374,3374,,30,70,70,140,161,161,322,10,0.298789,0.331818,0.001,0.015918,0.015972,0.283023
3385,3385,,30,36,36,72,69,69,138,10,0.284728,0.31082,0.000478,0.011459,0.011573,0.61746
3387,3387,,30,26,25,51,52,51,103,10,0.28115,0.304087,0.000025,0.008934,0.007642,0.607692
3390,3390,,30,40,39,79,106,105,211,10,0.286708,0.312501,0.000097,0.014203,0.01289,0.536538
3368,3368,,30,43,43,86,81,81,162,10,0.286054,0.313252,0.000152,0.011201,0.011246,0.472868
3376,3376,,30,51,51,102,116,116,232,10,0.28631,0.314406,0.000822,0.012456,0.012488,0.423922
3389,3389,,30,31,32,63,51,51,102,10,0.287164,0.31283,0.000046,0.011265,0.01148,0.699597
3391,3391,,30,68,69,137,167,167,334,10,0.282249,0.314093,0.000909,0.010326,0.01051,0.216965
3393,3393,,30,56,56,112,137,137,274,10,0.29386,0.323947,0.000573,0.015628,0.015728,0.444156
2308,2308,,30,5,5,10,6,6,12,10,0.272521,0.2898,0.000004,0.002183,0.002122,0.5
2322,2322,,30,8,9,17,9,10,19,10,0.279732,0.299235,0.000011,0.004209,0.004149,0.611111
2326,2326,,30,9,9,18,12,11,23,10,0.279868,0.299524,0.00001,0.004417,0.004318,0.666667
2384,2384,,30,19,19,38,27,29,56,10,0.282084,0.303555,0.00158,0.006233,0.006168,0.327485
3034,3034,,30,12,12,24,22,20,42,10,0.29128,0.313742,0.000044,0.008163,0.008076,0.833333
3035,3035,,30,15,15,30,21,21,42,10,0.291869,0.315226,0.000146,0.007573,0.007494,0.628571
3239,3239,,30,27,26,53,45,44,89,10,0.287507,0.312403,0.01136,0.005927,0.005881,0.179487
3308,3308,,30,19,19,38,30,30,60,10,0.287507,0.310029,0.000222,0.006378,0.006375,0.380117
3369,3369,,30,37,36,73,75,74,149,10,0.283024,0.30851,0.00011,0.011244,0.009976,0.569069
3371,3371,,30,50,50,100,123,124,247,10,0.291604,0.319644,0.000405,0.013726,0.013749,0.457959
3372,3372,,30,35,34,69,63,61,124,10,0.289963,0.316226,0.000064,0.01375,0.012448,0.684874
3373,3373,,30,35,35,70,72,72,144,10,0.29178,0.318917,0.000172,0.01299,0.013012,0.630252
3375,3375,,30,39,38,77,82,81,163,10,0.285743,0.31175,0.000457,0.012627,0.01128,0.553981
3379,3379,,30,58,57,115,166,166,332,10,0.286452,0.315388,0.001995,0.013944,0.012629,0.363581
3384,3384,,30,30,29,59,62,61,123,10,0.281863,0.305704,0.00003,0.010362,0.009113,0.672414
3392,3392,,30,17,17,34,28,28,56,10,0.280767,0.302337,0.000006,0.007253,0.007219,0.727941
3394,3394,,30,31,31,62,66,66,132,10,0.285771,0.310179,0.000856,0.009699,0.009736,0.678495
3400,3400,,30,34,34,68,61,61,122,10,0.284559,0.309555,0.001763,0.009944,0.009981,0.450089
3404,3404,,30,46,46,92,98,98,196,10,0.287078,0.31406,0.00025,0.012956,0.01299,0.402415
3774,3774,,40,33,31,64,43,41,84,10,0.29252,0.316612,0.054546,0.006837,0.005016,0.069129
3928,3928,,30,19,19,38,37,37,74,10,0.286423,0.308141,0.000802,0.005741,0.00569,0.356725
3940,3940,,30,30,30,60,62,61,123,10,0.304977,0.333735,0.005281,0.011667,0.011603,0.3
4108,4108,,30,39,38,77,85,84,169,10,0.285827,0.311894,0.00008,0.013234,0.011967,0.625506
4120,4120,,30,30,30,60,73,73,146,10,0.28705,0.312524,0.000041,0.010783,0.01085,0.694253
4140,4140,,30,9,9,18,12,12,24,10,0.289005,0.309584,0.000003,0.006214,0.00613,0.777778
4144,4144,,30,38,37,75,74,73,147,10,0.286594,0.312039,0.000111,0.012304,0.012154,0.480085
4149,4149,,30,16,16,32,16,16,32,10,0.281095,0.302816,0.000026,0.005934,0.005896,0.725
4380,4380,,30,22,22,44,38,38,76,10,0.284615,0.307546,0.000029,0.008681,0.008663,0.662338
6347,6347,,30,28,28,56,48,48,96,10,0.277313,0.301067,0.000048,0.007668,0.007684,0.652116
2334,2334,,30,15,15,30,22,22,44,10,0.270808,0.289365,0.000156,0.001884,0.001855,0.219048
2347,2347,,30,7,7,14,10,10,20,10,0.269921,0.286535,0,0.00164,0.00161,0.714286
2370,2370,,30,21,21,42,37,37,74,10,0.280357,0.303265,0.004278,0.006151,0.006096,0.235714
2927,2927,,7,19,19,38,27,27,54,10,0.291427,0.318132,0.000853,0.009066,0.008999,0.406433
2933,2933,,7,13,13,26,18,18,36,10,0.290254,0.31582,0.001733,0.006867,0.006795,0.358974
2934,2934,,7,20,20,40,29,28,57,10,0.291486,0.318363,0.00062,0.008846,0.008775,0.342105
3380,3380,,30,5,5,10,8,8,16,10,0.285037,0.30699,0.000006,0.005167,0.005093,0.7
2280,2280,,30,2,2,4,2,2,4,11,0.228504,0.240508,0,0.000295,0.000299,1
2286,2286,,30,1,1,2,2,2,4,11,0.242562,0.254475,0,0.0002,0.0002,0
2299,2299,,30,2,2,4,4,3,7,11,0.243195,0.255844,0,0.000331,0.000332,1
2324,2324,,30,5,5,10,5,5,10,10,0.271854,0.290953,0.000002,0.002619,0.002581,0.7
3943,3943,,30,6,6,12,9,9,18,11,0.24338,0.256826,0.000002,0.000513,0.000517,0.4
5994,5994,,30,2,2,4,3,3,6,11,0.243195,0.255844,0,0.000331,0.000332,1
5999,5999,,30,3,3,6,3,3,6,10,0.262889,0.280165,0.000001,0.001154,0.001154,0.666667
6476,6476,,30,6,6,12,6,6,12,10,0.271164,0.289538,0.000001,0.002479,0.0024,0.571429
2288,2288,,30,1,1,2,3,3,6,11,0.242562,0.254475,0,0.0002,0.0002,0
2290,2290,,30,1,1,2,2,2,4,11,0.242562,0.254475,0,0.0002,0.0002,0
2291,2291,,30,1,1,2,1,1,2,11,0.242562,0.254475,0,0.0002,0.0002,0
2295,2295,,30,1,1,2,1,1,2,11,0.208707,0.217609,0,0.000025,0.000025,0
2313,2313,,30,9,9,18,10,10,20,10,0.26373,0.282752,0.001412,0.001545,0.001547,0.222222
2296,2296,,30,1,1,2,2,2,4,11,0.242562,0.254475,0,0.0002,0.0002,0
2297,2297,,30,1,1,2,1,1,2,11,0.208707,0.217609,0,0.000025,0.000025,0
2304,2304,,30,2,2,4,2,2,4,11,0.227513,0.239142,0,0.000189,0.000191,0
5997,5997,,30,2,2,4,2,2,4,11,0.227405,0.238853,0,0.000185,0.000188,0
2307,2307,,30,8,8,16,10,10,20,10,0.271803,0.291184,0.000083,0.002385,0.002348,0.392857
2316,2316,,30,3,3,6,3,3,6,11,0.242909,0.255393,0,0.000267,0.000268,1
2310,2310,,30,2,2,4,3,3,6,11,0.242705,0.254897,0,0.00023,0.00023,1
2311,2311,,30,2,2,4,4,4,8,10,0.269468,0.286304,0,0.001287,0.001249,0
2312,2312,,30,6,5,11,9,9,18,10,0.269619,0.286997,0.000089,0.001366,0.001291,0.2
2327,2327,,30,5,5,10,6,6,12,10,0.271854,0.290953,0.000002,0.002587,0.002549,0.6
2328,2328,,30,1,1,2,1,1,2,11,0.242562,0.254475,0,0.0002,0.0002,0
2330,2330,,30,2,2,4,2,2,4,10,0.269468,0.286304,0,0.001287,0.001249,0
2332,2332,,30,2,2,4,3,4,7,11,0.242705,0.254897,0,0.00023,0.00023,1
2333,2333,,30,4,4,8,5,5,10,10,0.271624,0.290318,0.000003,0.002309,0.002271,0.333333
2335,2335,,30,1,1,2,1,1,2,11,0.242562,0.254475,0,0.0002,0.0002,0
2336,2336,,30,1,1,2,1,1,2,11,0.242562,0.254475,0,0.0002,0.0002,0
2337,2337,,30,3,3,6,4,4,8,10,0.269543,0.286593,0,0.001386,0.001349,0.666667
2340,2340,,30,1,1,2,1,2,3,11,0.242562,0.254475,0,0.0002,0.0002,0
2345,2345,,30,1,1,2,3,2,5,11,0.242562,0.254475,0,0.0002,0.0002,0
2346,2346,,30,1,1,2,1,1,2,11,0.242562,0.254475,0,0.0002,0.0002,0
2352,2352,,30,1,1,2,1,1,2,11,0.242562,0.254475,0,0.0002,0.0002,0
2378,2378,,30,11,11,22,32,31,63,10,0.258927,0.277809,0.000439,0.001453,0.001469,0.236364
2387,2387,,30,6,3,9,6,3,9,11,0.220087,0.229935,0.000673,0.00109,0.000105,0.466667
2390,2390,,30,3,3,6,3,3,6,11,0.242929,0.255451,0.000016,0.000301,0.000317,0.833333
3409,3409,,30,1,1,2,1,1,2,11,0.242562,0.254475,0,0.0002,0.0002,0
5996,5996,,30,1,1,2,1,1,2,11,0.242562,0.254475,0,0.0002,0.0002,0
5998,5998,,30,1,1,2,1,1,2,11,0.242562,0.254475,0,0.0002,0.0002,0
